interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2,ligand_symbol,receptor_symbol,ligand_ensembl,receptor_ensembl,interaction_symbol,interaction_ensembl
WNT6_FZD8_LRP6,WNT,WNT6,FZD8_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209245,Secreted Signaling,WNT6 - (FZD8+LRP6),WNT6,FZD8&LRP6,ENSG00000115596,ENSG00000177283&ENSG00000070018,WNT6^FZD8&LRP6,ENSG00000115596^ENSG00000177283&ENSG00000070018
WNT6_FZD9_LRP6,WNT,WNT6,FZD9_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209246,Secreted Signaling,WNT6 - (FZD9+LRP6),WNT6,FZD9&LRP6,ENSG00000115596,ENSG00000188763&ENSG00000070018,WNT6^FZD9&LRP6,ENSG00000115596^ENSG00000188763&ENSG00000070018
WNT7A_FZD1_LRP6,WNT,WNT7A,FZD1_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209247,Secreted Signaling,WNT7A - (FZD1+LRP6),WNT7A,FZD1&LRP6,ENSG00000154764,ENSG00000157240&ENSG00000070018,WNT7A^FZD1&LRP6,ENSG00000154764^ENSG00000157240&ENSG00000070018
WNT7A_FZD10_LRP6,WNT,WNT7A,FZD10_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209248,Secreted Signaling,WNT7A - (FZD10+LRP6),WNT7A,FZD10&LRP6,ENSG00000154764,ENSG00000111432&ENSG00000070018,WNT7A^FZD10&LRP6,ENSG00000154764^ENSG00000111432&ENSG00000070018
WNT7A_FZD2_LRP6,WNT,WNT7A,FZD2_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209249,Secreted Signaling,WNT7A - (FZD2+LRP6),WNT7A,FZD2&LRP6,ENSG00000154764,ENSG00000180340&ENSG00000070018,WNT7A^FZD2&LRP6,ENSG00000154764^ENSG00000180340&ENSG00000070018
WNT7A_FZD3_LRP6,WNT,WNT7A,FZD3_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209250,Secreted Signaling,WNT7A - (FZD3+LRP6),WNT7A,FZD3&LRP6,ENSG00000154764,ENSG00000104290&ENSG00000070018,WNT7A^FZD3&LRP6,ENSG00000154764^ENSG00000104290&ENSG00000070018
WNT7A_FZD4_LRP6,WNT,WNT7A,FZD4_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209251,Secreted Signaling,WNT7A - (FZD4+LRP6),WNT7A,FZD4&LRP6,ENSG00000154764,ENSG00000174804&ENSG00000070018,WNT7A^FZD4&LRP6,ENSG00000154764^ENSG00000174804&ENSG00000070018
WNT7A_FZD5_LRP6,WNT,WNT7A,FZD5_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209252,Secreted Signaling,WNT7A - (FZD5+LRP6),WNT7A,FZD5&LRP6,ENSG00000154764,ENSG00000163251&ENSG00000070018,WNT7A^FZD5&LRP6,ENSG00000154764^ENSG00000163251&ENSG00000070018
WNT7A_FZD6_LRP6,WNT,WNT7A,FZD6_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209253,Secreted Signaling,WNT7A - (FZD6+LRP6),WNT7A,FZD6&LRP6,ENSG00000154764,ENSG00000164930&ENSG00000070018,WNT7A^FZD6&LRP6,ENSG00000154764^ENSG00000164930&ENSG00000070018
WNT7A_FZD7_LRP6,WNT,WNT7A,FZD7_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209254,Secreted Signaling,WNT7A - (FZD7+LRP6),WNT7A,FZD7&LRP6,ENSG00000154764,ENSG00000155760&ENSG00000070018,WNT7A^FZD7&LRP6,ENSG00000154764^ENSG00000155760&ENSG00000070018
WNT7A_FZD8_LRP6,WNT,WNT7A,FZD8_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209255,Secreted Signaling,WNT7A - (FZD8+LRP6),WNT7A,FZD8&LRP6,ENSG00000154764,ENSG00000177283&ENSG00000070018,WNT7A^FZD8&LRP6,ENSG00000154764^ENSG00000177283&ENSG00000070018
WNT7A_FZD9_LRP6,WNT,WNT7A,FZD9_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209256,Secreted Signaling,WNT7A - (FZD9+LRP6),WNT7A,FZD9&LRP6,ENSG00000154764,ENSG00000188763&ENSG00000070018,WNT7A^FZD9&LRP6,ENSG00000154764^ENSG00000188763&ENSG00000070018
WNT7B_FZD1_LRP6,WNT,WNT7B,FZD1_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209257,Secreted Signaling,WNT7B - (FZD1+LRP6),WNT7B,FZD1&LRP6,ENSG00000188064,ENSG00000157240&ENSG00000070018,WNT7B^FZD1&LRP6,ENSG00000188064^ENSG00000157240&ENSG00000070018
WNT7B_FZD10_LRP6,WNT,WNT7B,FZD10_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209258,Secreted Signaling,WNT7B - (FZD10+LRP6),WNT7B,FZD10&LRP6,ENSG00000188064,ENSG00000111432&ENSG00000070018,WNT7B^FZD10&LRP6,ENSG00000188064^ENSG00000111432&ENSG00000070018
WNT7B_FZD2_LRP6,WNT,WNT7B,FZD2_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209259,Secreted Signaling,WNT7B - (FZD2+LRP6),WNT7B,FZD2&LRP6,ENSG00000188064,ENSG00000180340&ENSG00000070018,WNT7B^FZD2&LRP6,ENSG00000188064^ENSG00000180340&ENSG00000070018
WNT7B_FZD3_LRP6,WNT,WNT7B,FZD3_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209260,Secreted Signaling,WNT7B - (FZD3+LRP6),WNT7B,FZD3&LRP6,ENSG00000188064,ENSG00000104290&ENSG00000070018,WNT7B^FZD3&LRP6,ENSG00000188064^ENSG00000104290&ENSG00000070018
WNT7B_FZD4_LRP6,WNT,WNT7B,FZD4_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209261,Secreted Signaling,WNT7B - (FZD4+LRP6),WNT7B,FZD4&LRP6,ENSG00000188064,ENSG00000174804&ENSG00000070018,WNT7B^FZD4&LRP6,ENSG00000188064^ENSG00000174804&ENSG00000070018
WNT7B_FZD5_LRP6,WNT,WNT7B,FZD5_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209262,Secreted Signaling,WNT7B - (FZD5+LRP6),WNT7B,FZD5&LRP6,ENSG00000188064,ENSG00000163251&ENSG00000070018,WNT7B^FZD5&LRP6,ENSG00000188064^ENSG00000163251&ENSG00000070018
WNT7B_FZD6_LRP6,WNT,WNT7B,FZD6_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209263,Secreted Signaling,WNT7B - (FZD6+LRP6),WNT7B,FZD6&LRP6,ENSG00000188064,ENSG00000164930&ENSG00000070018,WNT7B^FZD6&LRP6,ENSG00000188064^ENSG00000164930&ENSG00000070018
WNT7B_FZD7_LRP6,WNT,WNT7B,FZD7_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209264,Secreted Signaling,WNT7B - (FZD7+LRP6),WNT7B,FZD7&LRP6,ENSG00000188064,ENSG00000155760&ENSG00000070018,WNT7B^FZD7&LRP6,ENSG00000188064^ENSG00000155760&ENSG00000070018
WNT7B_FZD8_LRP6,WNT,WNT7B,FZD8_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209265,Secreted Signaling,WNT7B - (FZD8+LRP6),WNT7B,FZD8&LRP6,ENSG00000188064,ENSG00000177283&ENSG00000070018,WNT7B^FZD8&LRP6,ENSG00000188064^ENSG00000177283&ENSG00000070018
WNT7B_FZD9_LRP6,WNT,WNT7B,FZD9_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209266,Secreted Signaling,WNT7B - (FZD9+LRP6),WNT7B,FZD9&LRP6,ENSG00000188064,ENSG00000188763&ENSG00000070018,WNT7B^FZD9&LRP6,ENSG00000188064^ENSG00000188763&ENSG00000070018
WNT8A_FZD1_LRP6,WNT,WNT8A,FZD1_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209267,Secreted Signaling,WNT8A - (FZD1+LRP6),WNT8A,FZD1&LRP6,ENSG00000061492,ENSG00000157240&ENSG00000070018,WNT8A^FZD1&LRP6,ENSG00000061492^ENSG00000157240&ENSG00000070018
WNT8A_FZD10_LRP6,WNT,WNT8A,FZD10_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209268,Secreted Signaling,WNT8A - (FZD10+LRP6),WNT8A,FZD10&LRP6,ENSG00000061492,ENSG00000111432&ENSG00000070018,WNT8A^FZD10&LRP6,ENSG00000061492^ENSG00000111432&ENSG00000070018
WNT8A_FZD2_LRP6,WNT,WNT8A,FZD2_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209269,Secreted Signaling,WNT8A - (FZD2+LRP6),WNT8A,FZD2&LRP6,ENSG00000061492,ENSG00000180340&ENSG00000070018,WNT8A^FZD2&LRP6,ENSG00000061492^ENSG00000180340&ENSG00000070018
WNT8A_FZD3_LRP6,WNT,WNT8A,FZD3_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209270,Secreted Signaling,WNT8A - (FZD3+LRP6),WNT8A,FZD3&LRP6,ENSG00000061492,ENSG00000104290&ENSG00000070018,WNT8A^FZD3&LRP6,ENSG00000061492^ENSG00000104290&ENSG00000070018
WNT8A_FZD4_LRP6,WNT,WNT8A,FZD4_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209271,Secreted Signaling,WNT8A - (FZD4+LRP6),WNT8A,FZD4&LRP6,ENSG00000061492,ENSG00000174804&ENSG00000070018,WNT8A^FZD4&LRP6,ENSG00000061492^ENSG00000174804&ENSG00000070018
WNT8A_FZD5_LRP6,WNT,WNT8A,FZD5_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209272,Secreted Signaling,WNT8A - (FZD5+LRP6),WNT8A,FZD5&LRP6,ENSG00000061492,ENSG00000163251&ENSG00000070018,WNT8A^FZD5&LRP6,ENSG00000061492^ENSG00000163251&ENSG00000070018
WNT8A_FZD6_LRP6,WNT,WNT8A,FZD6_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209273,Secreted Signaling,WNT8A - (FZD6+LRP6),WNT8A,FZD6&LRP6,ENSG00000061492,ENSG00000164930&ENSG00000070018,WNT8A^FZD6&LRP6,ENSG00000061492^ENSG00000164930&ENSG00000070018
WNT8A_FZD7_LRP6,WNT,WNT8A,FZD7_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209274,Secreted Signaling,WNT8A - (FZD7+LRP6),WNT8A,FZD7&LRP6,ENSG00000061492,ENSG00000155760&ENSG00000070018,WNT8A^FZD7&LRP6,ENSG00000061492^ENSG00000155760&ENSG00000070018
WNT8A_FZD8_LRP6,WNT,WNT8A,FZD8_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209275,Secreted Signaling,WNT8A - (FZD8+LRP6),WNT8A,FZD8&LRP6,ENSG00000061492,ENSG00000177283&ENSG00000070018,WNT8A^FZD8&LRP6,ENSG00000061492^ENSG00000177283&ENSG00000070018
WNT8A_FZD9_LRP6,WNT,WNT8A,FZD9_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209276,Secreted Signaling,WNT8A - (FZD9+LRP6),WNT8A,FZD9&LRP6,ENSG00000061492,ENSG00000188763&ENSG00000070018,WNT8A^FZD9&LRP6,ENSG00000061492^ENSG00000188763&ENSG00000070018
WNT8B_FZD1_LRP6,WNT,WNT8B,FZD1_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209277,Secreted Signaling,WNT8B - (FZD1+LRP6),WNT8B,FZD1&LRP6,ENSG00000075290,ENSG00000157240&ENSG00000070018,WNT8B^FZD1&LRP6,ENSG00000075290^ENSG00000157240&ENSG00000070018
WNT8B_FZD10_LRP6,WNT,WNT8B,FZD10_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209278,Secreted Signaling,WNT8B - (FZD10+LRP6),WNT8B,FZD10&LRP6,ENSG00000075290,ENSG00000111432&ENSG00000070018,WNT8B^FZD10&LRP6,ENSG00000075290^ENSG00000111432&ENSG00000070018
WNT8B_FZD2_LRP6,WNT,WNT8B,FZD2_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209279,Secreted Signaling,WNT8B - (FZD2+LRP6),WNT8B,FZD2&LRP6,ENSG00000075290,ENSG00000180340&ENSG00000070018,WNT8B^FZD2&LRP6,ENSG00000075290^ENSG00000180340&ENSG00000070018
WNT8B_FZD3_LRP6,WNT,WNT8B,FZD3_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209280,Secreted Signaling,WNT8B - (FZD3+LRP6),WNT8B,FZD3&LRP6,ENSG00000075290,ENSG00000104290&ENSG00000070018,WNT8B^FZD3&LRP6,ENSG00000075290^ENSG00000104290&ENSG00000070018
WNT8B_FZD4_LRP6,WNT,WNT8B,FZD4_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209281,Secreted Signaling,WNT8B - (FZD4+LRP6),WNT8B,FZD4&LRP6,ENSG00000075290,ENSG00000174804&ENSG00000070018,WNT8B^FZD4&LRP6,ENSG00000075290^ENSG00000174804&ENSG00000070018
WNT8B_FZD5_LRP6,WNT,WNT8B,FZD5_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209282,Secreted Signaling,WNT8B - (FZD5+LRP6),WNT8B,FZD5&LRP6,ENSG00000075290,ENSG00000163251&ENSG00000070018,WNT8B^FZD5&LRP6,ENSG00000075290^ENSG00000163251&ENSG00000070018
WNT8B_FZD6_LRP6,WNT,WNT8B,FZD6_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209283,Secreted Signaling,WNT8B - (FZD6+LRP6),WNT8B,FZD6&LRP6,ENSG00000075290,ENSG00000164930&ENSG00000070018,WNT8B^FZD6&LRP6,ENSG00000075290^ENSG00000164930&ENSG00000070018
WNT8B_FZD7_LRP6,WNT,WNT8B,FZD7_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209284,Secreted Signaling,WNT8B - (FZD7+LRP6),WNT8B,FZD7&LRP6,ENSG00000075290,ENSG00000155760&ENSG00000070018,WNT8B^FZD7&LRP6,ENSG00000075290^ENSG00000155760&ENSG00000070018
WNT8B_FZD8_LRP6,WNT,WNT8B,FZD8_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209285,Secreted Signaling,WNT8B - (FZD8+LRP6),WNT8B,FZD8&LRP6,ENSG00000075290,ENSG00000177283&ENSG00000070018,WNT8B^FZD8&LRP6,ENSG00000075290^ENSG00000177283&ENSG00000070018
WNT8B_FZD9_LRP6,WNT,WNT8B,FZD9_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209286,Secreted Signaling,WNT8B - (FZD9+LRP6),WNT8B,FZD9&LRP6,ENSG00000075290,ENSG00000188763&ENSG00000070018,WNT8B^FZD9&LRP6,ENSG00000075290^ENSG00000188763&ENSG00000070018
WNT9A_FZD1_LRP6,WNT,WNT9A,FZD1_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209287,Secreted Signaling,WNT9A - (FZD1+LRP6),WNT9A,FZD1&LRP6,ENSG00000143816,ENSG00000157240&ENSG00000070018,WNT9A^FZD1&LRP6,ENSG00000143816^ENSG00000157240&ENSG00000070018
WNT9A_FZD10_LRP6,WNT,WNT9A,FZD10_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209288,Secreted Signaling,WNT9A - (FZD10+LRP6),WNT9A,FZD10&LRP6,ENSG00000143816,ENSG00000111432&ENSG00000070018,WNT9A^FZD10&LRP6,ENSG00000143816^ENSG00000111432&ENSG00000070018
WNT9A_FZD2_LRP6,WNT,WNT9A,FZD2_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209289,Secreted Signaling,WNT9A - (FZD2+LRP6),WNT9A,FZD2&LRP6,ENSG00000143816,ENSG00000180340&ENSG00000070018,WNT9A^FZD2&LRP6,ENSG00000143816^ENSG00000180340&ENSG00000070018
WNT9A_FZD3_LRP6,WNT,WNT9A,FZD3_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209290,Secreted Signaling,WNT9A - (FZD3+LRP6),WNT9A,FZD3&LRP6,ENSG00000143816,ENSG00000104290&ENSG00000070018,WNT9A^FZD3&LRP6,ENSG00000143816^ENSG00000104290&ENSG00000070018
WNT9A_FZD4_LRP6,WNT,WNT9A,FZD4_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209291,Secreted Signaling,WNT9A - (FZD4+LRP6),WNT9A,FZD4&LRP6,ENSG00000143816,ENSG00000174804&ENSG00000070018,WNT9A^FZD4&LRP6,ENSG00000143816^ENSG00000174804&ENSG00000070018
WNT9A_FZD5_LRP6,WNT,WNT9A,FZD5_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209292,Secreted Signaling,WNT9A - (FZD5+LRP6),WNT9A,FZD5&LRP6,ENSG00000143816,ENSG00000163251&ENSG00000070018,WNT9A^FZD5&LRP6,ENSG00000143816^ENSG00000163251&ENSG00000070018
WNT9A_FZD6_LRP6,WNT,WNT9A,FZD6_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209293,Secreted Signaling,WNT9A - (FZD6+LRP6),WNT9A,FZD6&LRP6,ENSG00000143816,ENSG00000164930&ENSG00000070018,WNT9A^FZD6&LRP6,ENSG00000143816^ENSG00000164930&ENSG00000070018
WNT9A_FZD7_LRP6,WNT,WNT9A,FZD7_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209294,Secreted Signaling,WNT9A - (FZD7+LRP6),WNT9A,FZD7&LRP6,ENSG00000143816,ENSG00000155760&ENSG00000070018,WNT9A^FZD7&LRP6,ENSG00000143816^ENSG00000155760&ENSG00000070018
WNT9A_FZD8_LRP6,WNT,WNT9A,FZD8_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209295,Secreted Signaling,WNT9A - (FZD8+LRP6),WNT9A,FZD8&LRP6,ENSG00000143816,ENSG00000177283&ENSG00000070018,WNT9A^FZD8&LRP6,ENSG00000143816^ENSG00000177283&ENSG00000070018
WNT9A_FZD9_LRP6,WNT,WNT9A,FZD9_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209296,Secreted Signaling,WNT9A - (FZD9+LRP6),WNT9A,FZD9&LRP6,ENSG00000143816,ENSG00000188763&ENSG00000070018,WNT9A^FZD9&LRP6,ENSG00000143816^ENSG00000188763&ENSG00000070018
WNT9B_FZD1_LRP6,WNT,WNT9B,FZD1_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209297,Secreted Signaling,WNT9B - (FZD1+LRP6),WNT9B,FZD1&LRP6,ENSG00000158955,ENSG00000157240&ENSG00000070018,WNT9B^FZD1&LRP6,ENSG00000158955^ENSG00000157240&ENSG00000070018
WNT9B_FZD10_LRP6,WNT,WNT9B,FZD10_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209298,Secreted Signaling,WNT9B - (FZD10+LRP6),WNT9B,FZD10&LRP6,ENSG00000158955,ENSG00000111432&ENSG00000070018,WNT9B^FZD10&LRP6,ENSG00000158955^ENSG00000111432&ENSG00000070018
WNT9B_FZD2_LRP6,WNT,WNT9B,FZD2_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209299,Secreted Signaling,WNT9B - (FZD2+LRP6),WNT9B,FZD2&LRP6,ENSG00000158955,ENSG00000180340&ENSG00000070018,WNT9B^FZD2&LRP6,ENSG00000158955^ENSG00000180340&ENSG00000070018
WNT9B_FZD3_LRP6,WNT,WNT9B,FZD3_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209300,Secreted Signaling,WNT9B - (FZD3+LRP6),WNT9B,FZD3&LRP6,ENSG00000158955,ENSG00000104290&ENSG00000070018,WNT9B^FZD3&LRP6,ENSG00000158955^ENSG00000104290&ENSG00000070018
WNT9B_FZD4_LRP6,WNT,WNT9B,FZD4_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209301,Secreted Signaling,WNT9B - (FZD4+LRP6),WNT9B,FZD4&LRP6,ENSG00000158955,ENSG00000174804&ENSG00000070018,WNT9B^FZD4&LRP6,ENSG00000158955^ENSG00000174804&ENSG00000070018
WNT9B_FZD5_LRP6,WNT,WNT9B,FZD5_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209302,Secreted Signaling,WNT9B - (FZD5+LRP6),WNT9B,FZD5&LRP6,ENSG00000158955,ENSG00000163251&ENSG00000070018,WNT9B^FZD5&LRP6,ENSG00000158955^ENSG00000163251&ENSG00000070018
WNT9B_FZD6_LRP6,WNT,WNT9B,FZD6_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209303,Secreted Signaling,WNT9B - (FZD6+LRP6),WNT9B,FZD6&LRP6,ENSG00000158955,ENSG00000164930&ENSG00000070018,WNT9B^FZD6&LRP6,ENSG00000158955^ENSG00000164930&ENSG00000070018
WNT9B_FZD7_LRP6,WNT,WNT9B,FZD7_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209304,Secreted Signaling,WNT9B - (FZD7+LRP6),WNT9B,FZD7&LRP6,ENSG00000158955,ENSG00000155760&ENSG00000070018,WNT9B^FZD7&LRP6,ENSG00000158955^ENSG00000155760&ENSG00000070018
WNT9B_FZD8_LRP6,WNT,WNT9B,FZD8_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209305,Secreted Signaling,WNT9B - (FZD8+LRP6),WNT9B,FZD8&LRP6,ENSG00000158955,ENSG00000177283&ENSG00000070018,WNT9B^FZD8&LRP6,ENSG00000158955^ENSG00000177283&ENSG00000070018
WNT9B_FZD9_LRP6,WNT,WNT9B,FZD9_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209306,Secreted Signaling,WNT9B - (FZD9+LRP6),WNT9B,FZD9&LRP6,ENSG00000158955,ENSG00000188763&ENSG00000070018,WNT9B^FZD9&LRP6,ENSG00000158955^ENSG00000188763&ENSG00000070018
WNT5A_FZD1,ncWNT,WNT5A,FZD1,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT5A - FZD1,WNT5A,FZD1,ENSG00000114251,ENSG00000157240,WNT5A^FZD1,ENSG00000114251^ENSG00000157240
WNT5A_FZD10,ncWNT,WNT5A,FZD10,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT5A - FZD10,WNT5A,FZD10,ENSG00000114251,ENSG00000111432,WNT5A^FZD10,ENSG00000114251^ENSG00000111432
WNT5A_FZD2,ncWNT,WNT5A,FZD2,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT5A - FZD2,WNT5A,FZD2,ENSG00000114251,ENSG00000180340,WNT5A^FZD2,ENSG00000114251^ENSG00000180340
WNT5A_FZD3,ncWNT,WNT5A,FZD3,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT5A - FZD3,WNT5A,FZD3,ENSG00000114251,ENSG00000104290,WNT5A^FZD3,ENSG00000114251^ENSG00000104290
WNT5A_FZD4,ncWNT,WNT5A,FZD4,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT5A - FZD4,WNT5A,FZD4,ENSG00000114251,ENSG00000174804,WNT5A^FZD4,ENSG00000114251^ENSG00000174804
WNT5A_FZD5,ncWNT,WNT5A,FZD5,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT5A - FZD5,WNT5A,FZD5,ENSG00000114251,ENSG00000163251,WNT5A^FZD5,ENSG00000114251^ENSG00000163251
WNT5A_FZD6,ncWNT,WNT5A,FZD6,,,ncWNT activation receptor,,KEGG: hsa04311,Secreted Signaling,WNT5A - FZD6,WNT5A,FZD6,ENSG00000114251,ENSG00000164930,WNT5A^FZD6,ENSG00000114251^ENSG00000164930
WNT5A_FZD7,ncWNT,WNT5A,FZD7,,,ncWNT activation receptor,,KEGG: hsa04312,Secreted Signaling,WNT5A - FZD7,WNT5A,FZD7,ENSG00000114251,ENSG00000155760,WNT5A^FZD7,ENSG00000114251^ENSG00000155760
WNT5A_FZD8,ncWNT,WNT5A,FZD8,,,ncWNT activation receptor,,KEGG: hsa04313,Secreted Signaling,WNT5A - FZD8,WNT5A,FZD8,ENSG00000114251,ENSG00000177283,WNT5A^FZD8,ENSG00000114251^ENSG00000177283
WNT5A_FZD9,ncWNT,WNT5A,FZD9,,,ncWNT activation receptor,,KEGG: hsa04314,Secreted Signaling,WNT5A - FZD9,WNT5A,FZD9,ENSG00000114251,ENSG00000188763,WNT5A^FZD9,ENSG00000114251^ENSG00000188763
