interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2,ligand_symbol,receptor_symbol,ligand_ensembl,receptor_ensembl,interaction_symbol,interaction_ensembl
WNT1_FZD3_LRP6,WNT,Wnt1,FZD3_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209150,Secreted Signaling,Wnt1  - (Fzd3+Lrp6),Wnt1,Fzd3&Lrp6,ENSMUSG00000022997,ENSMUSG00000007989&ENSMUSG00000030201,Wnt1^Fzd3&Lrp6,ENSMUSG00000022997^ENSMUSG00000007989&ENSMUSG00000030201
WNT1_FZD4_LRP6,WNT,Wnt1,FZD4_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209151,Secreted Signaling,Wnt1  - (Fzd4+Lrp6),Wnt1,Fzd4&Lrp6,ENSMUSG00000022997,ENSMUSG00000049791&ENSMUSG00000030201,Wnt1^Fzd4&Lrp6,ENSMUSG00000022997^ENSMUSG00000049791&ENSMUSG00000030201
WNT1_FZD5_LRP6,WNT,Wnt1,FZD5_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209152,Secreted Signaling,Wnt1  - (Fzd5+Lrp6),Wnt1,Fzd5&Lrp6,ENSMUSG00000022997,ENSMUSG00000045005&ENSMUSG00000030201,Wnt1^Fzd5&Lrp6,ENSMUSG00000022997^ENSMUSG00000045005&ENSMUSG00000030201
WNT1_FZD6_LRP6,WNT,Wnt1,FZD6_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209153,Secreted Signaling,Wnt1  - (Fzd6+Lrp6),Wnt1,Fzd6&Lrp6,ENSMUSG00000022997,ENSMUSG00000022297&ENSMUSG00000030201,Wnt1^Fzd6&Lrp6,ENSMUSG00000022997^ENSMUSG00000022297&ENSMUSG00000030201
WNT1_FZD7_LRP6,WNT,Wnt1,FZD7_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209154,Secreted Signaling,Wnt1  - (Fzd7+Lrp6),Wnt1,Fzd7&Lrp6,ENSMUSG00000022997,ENSMUSG00000041075&ENSMUSG00000030201,Wnt1^Fzd7&Lrp6,ENSMUSG00000022997^ENSMUSG00000041075&ENSMUSG00000030201
WNT1_FZD8_LRP6,WNT,Wnt1,FZD8_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209155,Secreted Signaling,Wnt1  - (Fzd8+Lrp6),Wnt1,Fzd8&Lrp6,ENSMUSG00000022997,ENSMUSG00000036904&ENSMUSG00000030201,Wnt1^Fzd8&Lrp6,ENSMUSG00000022997^ENSMUSG00000036904&ENSMUSG00000030201
WNT1_FZD9_LRP6,WNT,Wnt1,FZD9_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209156,Secreted Signaling,Wnt1  - (Fzd9+Lrp6),Wnt1,Fzd9&Lrp6,ENSMUSG00000022997,ENSMUSG00000049551&ENSMUSG00000030201,Wnt1^Fzd9&Lrp6,ENSMUSG00000022997^ENSMUSG00000049551&ENSMUSG00000030201
WNT10A_FZD1_LRP6,WNT,Wnt10a,FZD1_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209157,Secreted Signaling,Wnt10a  - (Fzd1+Lrp6),Wnt10a,Fzd1&Lrp6,ENSMUSG00000026167,ENSMUSG00000044674&ENSMUSG00000030201,Wnt10a^Fzd1&Lrp6,ENSMUSG00000026167^ENSMUSG00000044674&ENSMUSG00000030201
WNT10A_FZD10_LRP6,WNT,Wnt10a,FZD10_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209158,Secreted Signaling,Wnt10a  - (Fzd10+Lrp6),Wnt10a,Fzd10&Lrp6,ENSMUSG00000026167,ENSMUSG00000081683&ENSMUSG00000030201,Wnt10a^Fzd10&Lrp6,ENSMUSG00000026167^ENSMUSG00000081683&ENSMUSG00000030201
WNT10A_FZD2_LRP6,WNT,Wnt10a,FZD2_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209159,Secreted Signaling,Wnt10a  - (Fzd2+Lrp6),Wnt10a,Fzd2&Lrp6,ENSMUSG00000026167,ENSMUSG00000050288&ENSMUSG00000030201,Wnt10a^Fzd2&Lrp6,ENSMUSG00000026167^ENSMUSG00000050288&ENSMUSG00000030201
WNT10A_FZD3_LRP6,WNT,Wnt10a,FZD3_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209160,Secreted Signaling,Wnt10a  - (Fzd3+Lrp6),Wnt10a,Fzd3&Lrp6,ENSMUSG00000026167,ENSMUSG00000007989&ENSMUSG00000030201,Wnt10a^Fzd3&Lrp6,ENSMUSG00000026167^ENSMUSG00000007989&ENSMUSG00000030201
WNT10A_FZD4_LRP6,WNT,Wnt10a,FZD4_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209161,Secreted Signaling,Wnt10a  - (Fzd4+Lrp6),Wnt10a,Fzd4&Lrp6,ENSMUSG00000026167,ENSMUSG00000049791&ENSMUSG00000030201,Wnt10a^Fzd4&Lrp6,ENSMUSG00000026167^ENSMUSG00000049791&ENSMUSG00000030201
WNT10A_FZD5_LRP6,WNT,Wnt10a,FZD5_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209162,Secreted Signaling,Wnt10a  - (Fzd5+Lrp6),Wnt10a,Fzd5&Lrp6,ENSMUSG00000026167,ENSMUSG00000045005&ENSMUSG00000030201,Wnt10a^Fzd5&Lrp6,ENSMUSG00000026167^ENSMUSG00000045005&ENSMUSG00000030201
WNT10A_FZD6_LRP6,WNT,Wnt10a,FZD6_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209163,Secreted Signaling,Wnt10a  - (Fzd6+Lrp6),Wnt10a,Fzd6&Lrp6,ENSMUSG00000026167,ENSMUSG00000022297&ENSMUSG00000030201,Wnt10a^Fzd6&Lrp6,ENSMUSG00000026167^ENSMUSG00000022297&ENSMUSG00000030201
WNT10A_FZD7_LRP6,WNT,Wnt10a,FZD7_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209164,Secreted Signaling,Wnt10a  - (Fzd7+Lrp6),Wnt10a,Fzd7&Lrp6,ENSMUSG00000026167,ENSMUSG00000041075&ENSMUSG00000030201,Wnt10a^Fzd7&Lrp6,ENSMUSG00000026167^ENSMUSG00000041075&ENSMUSG00000030201
WNT10A_FZD8_LRP6,WNT,Wnt10a,FZD8_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209165,Secreted Signaling,Wnt10a  - (Fzd8+Lrp6),Wnt10a,Fzd8&Lrp6,ENSMUSG00000026167,ENSMUSG00000036904&ENSMUSG00000030201,Wnt10a^Fzd8&Lrp6,ENSMUSG00000026167^ENSMUSG00000036904&ENSMUSG00000030201
WNT10A_FZD9_LRP6,WNT,Wnt10a,FZD9_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209166,Secreted Signaling,Wnt10a  - (Fzd9+Lrp6),Wnt10a,Fzd9&Lrp6,ENSMUSG00000026167,ENSMUSG00000049551&ENSMUSG00000030201,Wnt10a^Fzd9&Lrp6,ENSMUSG00000026167^ENSMUSG00000049551&ENSMUSG00000030201
WNT10B_FZD1_LRP6,WNT,Wnt10b,FZD1_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209167,Secreted Signaling,Wnt10b  - (Fzd1+Lrp6),Wnt10b,Fzd1&Lrp6,ENSMUSG00000022996,ENSMUSG00000044674&ENSMUSG00000030201,Wnt10b^Fzd1&Lrp6,ENSMUSG00000022996^ENSMUSG00000044674&ENSMUSG00000030201
WNT10B_FZD10_LRP6,WNT,Wnt10b,FZD10_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209168,Secreted Signaling,Wnt10b  - (Fzd10+Lrp6),Wnt10b,Fzd10&Lrp6,ENSMUSG00000022996,ENSMUSG00000081683&ENSMUSG00000030201,Wnt10b^Fzd10&Lrp6,ENSMUSG00000022996^ENSMUSG00000081683&ENSMUSG00000030201
WNT10B_FZD2_LRP6,WNT,Wnt10b,FZD2_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209169,Secreted Signaling,Wnt10b  - (Fzd2+Lrp6),Wnt10b,Fzd2&Lrp6,ENSMUSG00000022996,ENSMUSG00000050288&ENSMUSG00000030201,Wnt10b^Fzd2&Lrp6,ENSMUSG00000022996^ENSMUSG00000050288&ENSMUSG00000030201
WNT10B_FZD3_LRP6,WNT,Wnt10b,FZD3_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209170,Secreted Signaling,Wnt10b  - (Fzd3+Lrp6),Wnt10b,Fzd3&Lrp6,ENSMUSG00000022996,ENSMUSG00000007989&ENSMUSG00000030201,Wnt10b^Fzd3&Lrp6,ENSMUSG00000022996^ENSMUSG00000007989&ENSMUSG00000030201
WNT10B_FZD4_LRP6,WNT,Wnt10b,FZD4_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209171,Secreted Signaling,Wnt10b  - (Fzd4+Lrp6),Wnt10b,Fzd4&Lrp6,ENSMUSG00000022996,ENSMUSG00000049791&ENSMUSG00000030201,Wnt10b^Fzd4&Lrp6,ENSMUSG00000022996^ENSMUSG00000049791&ENSMUSG00000030201
WNT10B_FZD5_LRP6,WNT,Wnt10b,FZD5_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209172,Secreted Signaling,Wnt10b  - (Fzd5+Lrp6),Wnt10b,Fzd5&Lrp6,ENSMUSG00000022996,ENSMUSG00000045005&ENSMUSG00000030201,Wnt10b^Fzd5&Lrp6,ENSMUSG00000022996^ENSMUSG00000045005&ENSMUSG00000030201
WNT10B_FZD6_LRP6,WNT,Wnt10b,FZD6_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209173,Secreted Signaling,Wnt10b  - (Fzd6+Lrp6),Wnt10b,Fzd6&Lrp6,ENSMUSG00000022996,ENSMUSG00000022297&ENSMUSG00000030201,Wnt10b^Fzd6&Lrp6,ENSMUSG00000022996^ENSMUSG00000022297&ENSMUSG00000030201
WNT10B_FZD7_LRP6,WNT,Wnt10b,FZD7_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209174,Secreted Signaling,Wnt10b  - (Fzd7+Lrp6),Wnt10b,Fzd7&Lrp6,ENSMUSG00000022996,ENSMUSG00000041075&ENSMUSG00000030201,Wnt10b^Fzd7&Lrp6,ENSMUSG00000022996^ENSMUSG00000041075&ENSMUSG00000030201
WNT10B_FZD8_LRP6,WNT,Wnt10b,FZD8_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209175,Secreted Signaling,Wnt10b  - (Fzd8+Lrp6),Wnt10b,Fzd8&Lrp6,ENSMUSG00000022996,ENSMUSG00000036904&ENSMUSG00000030201,Wnt10b^Fzd8&Lrp6,ENSMUSG00000022996^ENSMUSG00000036904&ENSMUSG00000030201
WNT10B_FZD9_LRP6,WNT,Wnt10b,FZD9_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209176,Secreted Signaling,Wnt10b  - (Fzd9+Lrp6),Wnt10b,Fzd9&Lrp6,ENSMUSG00000022996,ENSMUSG00000049551&ENSMUSG00000030201,Wnt10b^Fzd9&Lrp6,ENSMUSG00000022996^ENSMUSG00000049551&ENSMUSG00000030201
WNT16_FZD1_LRP6,WNT,Wnt16,FZD1_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209177,Secreted Signaling,Wnt16  - (Fzd1+Lrp6),Wnt16,Fzd1&Lrp6,ENSMUSG00000029671,ENSMUSG00000044674&ENSMUSG00000030201,Wnt16^Fzd1&Lrp6,ENSMUSG00000029671^ENSMUSG00000044674&ENSMUSG00000030201
WNT16_FZD10_LRP6,WNT,Wnt16,FZD10_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209178,Secreted Signaling,Wnt16  - (Fzd10+Lrp6),Wnt16,Fzd10&Lrp6,ENSMUSG00000029671,ENSMUSG00000081683&ENSMUSG00000030201,Wnt16^Fzd10&Lrp6,ENSMUSG00000029671^ENSMUSG00000081683&ENSMUSG00000030201
WNT16_FZD2_LRP6,WNT,Wnt16,FZD2_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209179,Secreted Signaling,Wnt16  - (Fzd2+Lrp6),Wnt16,Fzd2&Lrp6,ENSMUSG00000029671,ENSMUSG00000050288&ENSMUSG00000030201,Wnt16^Fzd2&Lrp6,ENSMUSG00000029671^ENSMUSG00000050288&ENSMUSG00000030201
WNT16_FZD3_LRP6,WNT,Wnt16,FZD3_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209180,Secreted Signaling,Wnt16  - (Fzd3+Lrp6),Wnt16,Fzd3&Lrp6,ENSMUSG00000029671,ENSMUSG00000007989&ENSMUSG00000030201,Wnt16^Fzd3&Lrp6,ENSMUSG00000029671^ENSMUSG00000007989&ENSMUSG00000030201
WNT16_FZD4_LRP6,WNT,Wnt16,FZD4_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209181,Secreted Signaling,Wnt16  - (Fzd4+Lrp6),Wnt16,Fzd4&Lrp6,ENSMUSG00000029671,ENSMUSG00000049791&ENSMUSG00000030201,Wnt16^Fzd4&Lrp6,ENSMUSG00000029671^ENSMUSG00000049791&ENSMUSG00000030201
WNT16_FZD5_LRP6,WNT,Wnt16,FZD5_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209182,Secreted Signaling,Wnt16  - (Fzd5+Lrp6),Wnt16,Fzd5&Lrp6,ENSMUSG00000029671,ENSMUSG00000045005&ENSMUSG00000030201,Wnt16^Fzd5&Lrp6,ENSMUSG00000029671^ENSMUSG00000045005&ENSMUSG00000030201
WNT16_FZD6_LRP6,WNT,Wnt16,FZD6_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209183,Secreted Signaling,Wnt16  - (Fzd6+Lrp6),Wnt16,Fzd6&Lrp6,ENSMUSG00000029671,ENSMUSG00000022297&ENSMUSG00000030201,Wnt16^Fzd6&Lrp6,ENSMUSG00000029671^ENSMUSG00000022297&ENSMUSG00000030201
WNT16_FZD7_LRP6,WNT,Wnt16,FZD7_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209184,Secreted Signaling,Wnt16  - (Fzd7+Lrp6),Wnt16,Fzd7&Lrp6,ENSMUSG00000029671,ENSMUSG00000041075&ENSMUSG00000030201,Wnt16^Fzd7&Lrp6,ENSMUSG00000029671^ENSMUSG00000041075&ENSMUSG00000030201
WNT16_FZD8_LRP6,WNT,Wnt16,FZD8_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209185,Secreted Signaling,Wnt16  - (Fzd8+Lrp6),Wnt16,Fzd8&Lrp6,ENSMUSG00000029671,ENSMUSG00000036904&ENSMUSG00000030201,Wnt16^Fzd8&Lrp6,ENSMUSG00000029671^ENSMUSG00000036904&ENSMUSG00000030201
WNT16_FZD9_LRP6,WNT,Wnt16,FZD9_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209186,Secreted Signaling,Wnt16  - (Fzd9+Lrp6),Wnt16,Fzd9&Lrp6,ENSMUSG00000029671,ENSMUSG00000049551&ENSMUSG00000030201,Wnt16^Fzd9&Lrp6,ENSMUSG00000029671^ENSMUSG00000049551&ENSMUSG00000030201
WNT2_FZD1_LRP6,WNT,Wnt2,FZD1_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209187,Secreted Signaling,Wnt2  - (Fzd1+Lrp6),Wnt2,Fzd1&Lrp6,ENSMUSG00000010797,ENSMUSG00000044674&ENSMUSG00000030201,Wnt2^Fzd1&Lrp6,ENSMUSG00000010797^ENSMUSG00000044674&ENSMUSG00000030201
WNT2_FZD10_LRP6,WNT,Wnt2,FZD10_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209188,Secreted Signaling,Wnt2  - (Fzd10+Lrp6),Wnt2,Fzd10&Lrp6,ENSMUSG00000010797,ENSMUSG00000081683&ENSMUSG00000030201,Wnt2^Fzd10&Lrp6,ENSMUSG00000010797^ENSMUSG00000081683&ENSMUSG00000030201
WNT2_FZD2_LRP6,WNT,Wnt2,FZD2_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209189,Secreted Signaling,Wnt2  - (Fzd2+Lrp6),Wnt2,Fzd2&Lrp6,ENSMUSG00000010797,ENSMUSG00000050288&ENSMUSG00000030201,Wnt2^Fzd2&Lrp6,ENSMUSG00000010797^ENSMUSG00000050288&ENSMUSG00000030201
WNT2_FZD3_LRP6,WNT,Wnt2,FZD3_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209190,Secreted Signaling,Wnt2  - (Fzd3+Lrp6),Wnt2,Fzd3&Lrp6,ENSMUSG00000010797,ENSMUSG00000007989&ENSMUSG00000030201,Wnt2^Fzd3&Lrp6,ENSMUSG00000010797^ENSMUSG00000007989&ENSMUSG00000030201
WNT2_FZD4_LRP6,WNT,Wnt2,FZD4_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209191,Secreted Signaling,Wnt2  - (Fzd4+Lrp6),Wnt2,Fzd4&Lrp6,ENSMUSG00000010797,ENSMUSG00000049791&ENSMUSG00000030201,Wnt2^Fzd4&Lrp6,ENSMUSG00000010797^ENSMUSG00000049791&ENSMUSG00000030201
WNT2_FZD5_LRP6,WNT,Wnt2,FZD5_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209192,Secreted Signaling,Wnt2  - (Fzd5+Lrp6),Wnt2,Fzd5&Lrp6,ENSMUSG00000010797,ENSMUSG00000045005&ENSMUSG00000030201,Wnt2^Fzd5&Lrp6,ENSMUSG00000010797^ENSMUSG00000045005&ENSMUSG00000030201
WNT2_FZD6_LRP6,WNT,Wnt2,FZD6_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209193,Secreted Signaling,Wnt2  - (Fzd6+Lrp6),Wnt2,Fzd6&Lrp6,ENSMUSG00000010797,ENSMUSG00000022297&ENSMUSG00000030201,Wnt2^Fzd6&Lrp6,ENSMUSG00000010797^ENSMUSG00000022297&ENSMUSG00000030201
WNT2_FZD7_LRP6,WNT,Wnt2,FZD7_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209194,Secreted Signaling,Wnt2  - (Fzd7+Lrp6),Wnt2,Fzd7&Lrp6,ENSMUSG00000010797,ENSMUSG00000041075&ENSMUSG00000030201,Wnt2^Fzd7&Lrp6,ENSMUSG00000010797^ENSMUSG00000041075&ENSMUSG00000030201
WNT2_FZD8_LRP6,WNT,Wnt2,FZD8_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209195,Secreted Signaling,Wnt2  - (Fzd8+Lrp6),Wnt2,Fzd8&Lrp6,ENSMUSG00000010797,ENSMUSG00000036904&ENSMUSG00000030201,Wnt2^Fzd8&Lrp6,ENSMUSG00000010797^ENSMUSG00000036904&ENSMUSG00000030201
WNT2_FZD9_LRP6,WNT,Wnt2,FZD9_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209196,Secreted Signaling,Wnt2  - (Fzd9+Lrp6),Wnt2,Fzd9&Lrp6,ENSMUSG00000010797,ENSMUSG00000049551&ENSMUSG00000030201,Wnt2^Fzd9&Lrp6,ENSMUSG00000010797^ENSMUSG00000049551&ENSMUSG00000030201
WNT2B_FZD1_LRP6,WNT,Wnt2b,FZD1_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209197,Secreted Signaling,Wnt2b  - (Fzd1+Lrp6),Wnt2b,Fzd1&Lrp6,ENSMUSG00000027840,ENSMUSG00000044674&ENSMUSG00000030201,Wnt2b^Fzd1&Lrp6,ENSMUSG00000027840^ENSMUSG00000044674&ENSMUSG00000030201
WNT2B_FZD10_LRP6,WNT,Wnt2b,FZD10_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209198,Secreted Signaling,Wnt2b  - (Fzd10+Lrp6),Wnt2b,Fzd10&Lrp6,ENSMUSG00000027840,ENSMUSG00000081683&ENSMUSG00000030201,Wnt2b^Fzd10&Lrp6,ENSMUSG00000027840^ENSMUSG00000081683&ENSMUSG00000030201
WNT2B_FZD2_LRP6,WNT,Wnt2b,FZD2_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209199,Secreted Signaling,Wnt2b  - (Fzd2+Lrp6),Wnt2b,Fzd2&Lrp6,ENSMUSG00000027840,ENSMUSG00000050288&ENSMUSG00000030201,Wnt2b^Fzd2&Lrp6,ENSMUSG00000027840^ENSMUSG00000050288&ENSMUSG00000030201
WNT2B_FZD3_LRP6,WNT,Wnt2b,FZD3_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209200,Secreted Signaling,Wnt2b  - (Fzd3+Lrp6),Wnt2b,Fzd3&Lrp6,ENSMUSG00000027840,ENSMUSG00000007989&ENSMUSG00000030201,Wnt2b^Fzd3&Lrp6,ENSMUSG00000027840^ENSMUSG00000007989&ENSMUSG00000030201
WNT2B_FZD4_LRP6,WNT,Wnt2b,FZD4_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209201,Secreted Signaling,Wnt2b  - (Fzd4+Lrp6),Wnt2b,Fzd4&Lrp6,ENSMUSG00000027840,ENSMUSG00000049791&ENSMUSG00000030201,Wnt2b^Fzd4&Lrp6,ENSMUSG00000027840^ENSMUSG00000049791&ENSMUSG00000030201
WNT2B_FZD5_LRP6,WNT,Wnt2b,FZD5_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209202,Secreted Signaling,Wnt2b  - (Fzd5+Lrp6),Wnt2b,Fzd5&Lrp6,ENSMUSG00000027840,ENSMUSG00000045005&ENSMUSG00000030201,Wnt2b^Fzd5&Lrp6,ENSMUSG00000027840^ENSMUSG00000045005&ENSMUSG00000030201
WNT2B_FZD6_LRP6,WNT,Wnt2b,FZD6_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209203,Secreted Signaling,Wnt2b  - (Fzd6+Lrp6),Wnt2b,Fzd6&Lrp6,ENSMUSG00000027840,ENSMUSG00000022297&ENSMUSG00000030201,Wnt2b^Fzd6&Lrp6,ENSMUSG00000027840^ENSMUSG00000022297&ENSMUSG00000030201
WNT2B_FZD7_LRP6,WNT,Wnt2b,FZD7_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209204,Secreted Signaling,Wnt2b  - (Fzd7+Lrp6),Wnt2b,Fzd7&Lrp6,ENSMUSG00000027840,ENSMUSG00000041075&ENSMUSG00000030201,Wnt2b^Fzd7&Lrp6,ENSMUSG00000027840^ENSMUSG00000041075&ENSMUSG00000030201
WNT2B_FZD8_LRP6,WNT,Wnt2b,FZD8_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209205,Secreted Signaling,Wnt2b  - (Fzd8+Lrp6),Wnt2b,Fzd8&Lrp6,ENSMUSG00000027840,ENSMUSG00000036904&ENSMUSG00000030201,Wnt2b^Fzd8&Lrp6,ENSMUSG00000027840^ENSMUSG00000036904&ENSMUSG00000030201
WNT2B_FZD9_LRP6,WNT,Wnt2b,FZD9_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209206,Secreted Signaling,Wnt2b  - (Fzd9+Lrp6),Wnt2b,Fzd9&Lrp6,ENSMUSG00000027840,ENSMUSG00000049551&ENSMUSG00000030201,Wnt2b^Fzd9&Lrp6,ENSMUSG00000027840^ENSMUSG00000049551&ENSMUSG00000030201
WNT3_FZD1_LRP6,WNT,Wnt3,FZD1_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209207,Secreted Signaling,Wnt3  - (Fzd1+Lrp6),Wnt3,Fzd1&Lrp6,ENSMUSG00000000125,ENSMUSG00000044674&ENSMUSG00000030201,Wnt3^Fzd1&Lrp6,ENSMUSG00000000125^ENSMUSG00000044674&ENSMUSG00000030201
WNT3_FZD10_LRP6,WNT,Wnt3,FZD10_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209208,Secreted Signaling,Wnt3  - (Fzd10+Lrp6),Wnt3,Fzd10&Lrp6,ENSMUSG00000000125,ENSMUSG00000081683&ENSMUSG00000030201,Wnt3^Fzd10&Lrp6,ENSMUSG00000000125^ENSMUSG00000081683&ENSMUSG00000030201
WNT3_FZD2_LRP6,WNT,Wnt3,FZD2_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209209,Secreted Signaling,Wnt3  - (Fzd2+Lrp6),Wnt3,Fzd2&Lrp6,ENSMUSG00000000125,ENSMUSG00000050288&ENSMUSG00000030201,Wnt3^Fzd2&Lrp6,ENSMUSG00000000125^ENSMUSG00000050288&ENSMUSG00000030201
